external_id,created_at,orders_30d,orders_90d,average_order_value,days_since_last_purchase,product_views_7d,cart_additions,cart_abandonments,email_clicks,discount_usage,website_sessions,mobile_sessions,category_preferences,price_sensitivity,campaign_exposure,historical_discount,expected_margin,purchased_7d,true_p0_purchase
S-31153,2026-03-15,2.0,5.0,48.2,15.0,1.0,6.0,1.0,5.0,3.0,17.0,3.0,4.0,0.2333,6.0,1.0,20.25,1,0.8854
S-31154,2025-05-13,4.0,9.0,50.55,53.0,11.0,4.0,0.0,0.0,3.0,4.0,7.0,2.0,0.1576,6.0,1.0,21.23,1,0.6166
S-31155,2025-11-03,3.0,9.0,94.11,8.0,21.0,6.0,4.0,5.0,3.0,13.0,13.0,4.0,0.7275,7.0,1.0,39.52,1,0.922
S-31156,2025-04-15,0.0,1.0,29.28,11.0,38.0,6.0,0.0,5.0,2.0,16.0,1.0,1.0,0.3321,0.0,1.0,12.3,1,0.9563
S-31157,2025-07-24,5.0,11.0,43.17,47.0,28.0,6.0,3.0,8.0,1.0,5.0,0.0,1.0,0.3743,3.0,0.0,18.13,1,0.9292
S-31158,2025-09-28,4.0,8.0,97.63,10.0,8.0,7.0,2.0,8.0,1.0,12.0,12.0,0.0,0.3802,3.0,1.0,41.0,1,0.9634
S-31159,2025-06-09,0.0,3.0,57.74,56.0,32.0,2.0,1.0,4.0,2.0,14.0,6.0,4.0,0.341,4.0,1.0,24.25,1,0.5349
S-31160,2025-03-13,4.0,10.0,130.98,59.0,37.0,4.0,2.0,9.0,3.0,4.0,12.0,1.0,0.5381,7.0,1.0,55.01,1,0.8813
S-31161,2026-01-02,1.0,5.0,103.18,23.0,9.0,4.0,2.0,5.0,0.0,16.0,3.0,1.0,0.4994,5.0,1.0,43.34,0,0.7261
S-31162,2025-06-15,4.0,7.0,45.74,56.0,13.0,5.0,4.0,1.0,2.0,8.0,14.0,0.0,0.5889,3.0,1.0,19.21,0,0.5597
S-31163,2025-03-17,4.0,5.0,59.07,43.0,28.0,2.0,3.0,4.0,3.0,18.0,10.0,5.0,0.4064,3.0,1.0,24.81,0,0.8183
S-31164,2026-03-23,1.0,3.0,85.93,2.0,7.0,3.0,3.0,7.0,2.0,5.0,0.0,5.0,0.5555,5.0,1.0,36.09,1,0.6225
S-31165,2025-05-13,5.0,6.0,123.28,55.0,21.0,4.0,0.0,4.0,1.0,8.0,7.0,2.0,0.1755,7.0,1.0,51.78,1,0.8693
S-31166,2026-02-06,5.0,10.0,85.2,3.0,21.0,3.0,1.0,3.0,1.0,15.0,5.0,4.0,0.7421,2.0,0.0,35.78,1,0.9523
S-31167,2025-12-06,5.0,9.0,135.28,47.0,2.0,4.0,1.0,0.0,3.0,9.0,6.0,1.0,0.4168,5.0,0.0,56.82,0,0.6671
S-31168,2026-04-11,5.0,12.0,117.4,29.0,18.0,7.0,1.0,1.0,0.0,8.0,3.0,2.0,0.7491,3.0,1.0,49.31,1,0.9361
S-31169,2026-01-26,2.0,7.0,27.07,31.0,25.0,0.0,4.0,7.0,3.0,10.0,13.0,5.0,0.048,1.0,1.0,11.37,1,0.5212
S-31170,2026-04-27,4.0,8.0,136.05,1.0,32.0,5.0,4.0,3.0,3.0,13.0,7.0,5.0,0.3166,3.0,1.0,57.14,1,0.9486
S-31171,2025-07-27,0.0,3.0,122.28,44.0,34.0,0.0,4.0,6.0,0.0,18.0,10.0,0.0,0.7441,7.0,1.0,51.36,1,0.4452
S-31172,2025-12-05,1.0,1.0,53.07,57.0,35.0,4.0,4.0,7.0,0.0,16.0,5.0,3.0,0.3904,7.0,1.0,22.29,1,0.7241
S-31173,2026-01-21,0.0,1.0,27.4,14.0,25.0,3.0,4.0,7.0,3.0,2.0,11.0,2.0,0.5783,2.0,1.0,11.51,1,0.5424
S-31174,2026-02-20,2.0,7.0,89.05,21.0,3.0,4.0,0.0,4.0,1.0,8.0,14.0,5.0,0.6485,0.0,0.0,37.4,1,0.7261
S-31175,2025-10-17,0.0,3.0,44.27,20.0,9.0,5.0,0.0,4.0,2.0,5.0,8.0,3.0,0.7338,1.0,0.0,18.59,1,0.6548
S-31176,2025-09-06,1.0,7.0,23.71,27.0,12.0,7.0,3.0,3.0,2.0,11.0,7.0,2.0,0.6208,5.0,1.0,9.96,1,0.7455
S-31177,2025-12-21,0.0,5.0,74.52,49.0,4.0,6.0,3.0,7.0,0.0,14.0,14.0,1.0,0.3131,7.0,1.0,31.3,1,0.5585
S-31178,2026-01-24,4.0,9.0,104.65,46.0,27.0,4.0,4.0,6.0,1.0,19.0,11.0,1.0,0.2324,6.0,1.0,43.95,1,0.8839
S-31179,2025-12-21,0.0,6.0,23.47,53.0,30.0,5.0,2.0,2.0,1.0,10.0,11.0,4.0,0.1569,6.0,1.0,9.86,1,0.5683
S-31180,2026-05-02,1.0,4.0,42.08,23.0,32.0,6.0,4.0,3.0,2.0,19.0,10.0,4.0,0.4324,0.0,1.0,17.67,1,0.876
S-31181,2026-01-04,1.0,2.0,126.83,5.0,8.0,1.0,4.0,4.0,1.0,3.0,12.0,2.0,0.0613,1.0,0.0,53.27,0,0.3111
S-31182,2026-02-06,4.0,5.0,136.76,59.0,0.0,2.0,0.0,7.0,3.0,9.0,14.0,2.0,0.5628,4.0,1.0,57.44,0,0.6142
S-31183,2025-02-20,2.0,5.0,38.12,44.0,32.0,7.0,3.0,3.0,1.0,8.0,9.0,0.0,0.8961,3.0,1.0,16.01,1,0.8348
S-31184,2026-01-24,2.0,6.0,48.6,12.0,36.0,6.0,0.0,9.0,1.0,5.0,0.0,0.0,0.7789,5.0,1.0,20.41,1,0.9707
S-31185,2026-03-19,3.0,4.0,34.88,48.0,24.0,4.0,3.0,9.0,2.0,3.0,12.0,1.0,0.8456,2.0,1.0,14.65,1,0.7558
S-31186,2026-02-25,2.0,7.0,53.01,16.0,31.0,6.0,3.0,2.0,0.0,5.0,2.0,2.0,0.5482,6.0,0.0,22.26,1,0.8455
S-31187,2025-12-25,5.0,6.0,61.82,8.0,37.0,6.0,3.0,3.0,2.0,15.0,9.0,1.0,0.6423,7.0,1.0,25.96,1,0.9804
S-31188,2025-02-06,4.0,11.0,114.25,43.0,19.0,0.0,1.0,4.0,2.0,15.0,0.0,2.0,0.3837,1.0,0.0,47.98,0,0.6995
S-31189,2025-07-01,2.0,5.0,84.68,52.0,13.0,0.0,3.0,3.0,2.0,3.0,1.0,0.0,0.3688,1.0,1.0,35.57,1,0.168
S-31190,2026-05-20,3.0,3.0,113.35,12.0,20.0,7.0,2.0,6.0,0.0,1.0,0.0,0.0,0.1013,7.0,0.0,47.61,1,0.9206
S-31191,2025-11-23,4.0,9.0,40.28,47.0,0.0,6.0,3.0,7.0,0.0,13.0,1.0,1.0,0.5219,0.0,1.0,16.92,1,0.8123
S-31192,2025-02-02,4.0,8.0,136.74,38.0,39.0,4.0,2.0,5.0,3.0,4.0,7.0,2.0,0.0599,2.0,1.0,57.43,1,0.8938
S-31193,2025-06-11,4.0,8.0,87.62,39.0,9.0,3.0,0.0,1.0,2.0,15.0,13.0,0.0,0.4851,2.0,1.0,36.8,1,0.7764
S-31194,2026-05-27,1.0,1.0,22.73,34.0,20.0,2.0,2.0,4.0,0.0,19.0,6.0,5.0,0.2253,2.0,0.0,9.55,0,0.6548
S-31195,2025-10-18,1.0,3.0,40.3,41.0,29.0,7.0,0.0,2.0,0.0,9.0,13.0,3.0,0.4118,2.0,0.0,16.93,1,0.8612
S-31196,2026-02-28,0.0,5.0,35.32,42.0,4.0,3.0,0.0,0.0,1.0,7.0,1.0,4.0,0.3826,4.0,1.0,14.83,0,0.2631
S-31197,2025-09-17,4.0,11.0,61.06,59.0,20.0,2.0,4.0,8.0,0.0,2.0,7.0,1.0,0.3487,6.0,0.0,25.65,0,0.5212
S-31198,2025-03-21,3.0,5.0,49.44,47.0,17.0,2.0,1.0,7.0,2.0,10.0,10.0,1.0,0.4896,1.0,1.0,20.77,0,0.7181
S-31199,2026-01-17,4.0,11.0,21.3,32.0,10.0,0.0,4.0,6.0,0.0,12.0,9.0,5.0,0.3956,1.0,1.0,8.95,1,0.5399
S-1001,2026-05-22,2.0,5.0,48.0,9.0,22.0,3.0,1.0,4.0,1.0,8.0,6.0,2.0,0.35,3.0,0.0,40.0,1,0.82
